 ,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10,link11,link12,link13,link14,link15,link16,link17,link18,link19,link20,link21,link22,link23,link24,link25,link26,link27,link28,link29,link30,link31,link32,link33,link34,link35,link36,link37,link38,link39,link40,link41,link42,link43,link44,link45,link46,link47,link48,link49,link50,link51,link52,link53,link54,link55,link56,link57,link58,link59,link60,link61,link62,link63,link64,link65,link66,link67,link68,link69,link70,link71,link72,link73,link74,link75,link76
22,  0.006165,  0.006508,  0.006165,  0.009138,  0.006508,  0.012896,  0.008819,  0.012224,  0.008577,  0.012573,  0.008580,  0.014144,  0.013657,  0.009138,  0.014144,  0.009021,  0.007110,  0.006853,  0.009021,  0.007110,  0.003707,  0.019989,  0.013667,  0.003707,  0.014405,  0.014509,  0.026131,  0.025007,  0.050167,  0.018619,  0.011740,  0.029426,  0.014499,  0.016634,  0.009475,  0.014511,  0.010603,  0.011201,  0.014568,  0.018640,  0.010780,  0.009035,  0.020961,  0.009939,  0.017367,  0.022448,  0.019989,  0.077229,  0.010728,  0.011236,  0.000000,  0.015632,  0.012791,  0.006853,  0.011328,  0.013516,  0.017367,  0.012791,  0.005485,  0.013516,  0.005485,  0.007544,  0.007372,  0.007370,  0.008021,  0.012969,  0.019811,  0.007372,  0.008351,  0.012256,  0.011600,  0.009669,  0.003003,  0.015262,  0.012362,  0.003003
23,  0.006104,  0.006443,  0.006104,  0.009047,  0.006443,  0.012102,  0.008077,  0.010760,  0.008493,  0.011442,  0.007842,  0.014006,  0.013528,  0.009047,  0.014006,  0.008931,  0.007039,  0.006785,  0.008931,  0.007039,  0.003670,  0.019795,  0.011845,  0.003670,  0.015293,  0.014364,  0.031382,  0.020555,  0.076240,  0.000000,  0.011622,  0.025533,  0.016426,  0.018453,  0.009385,  0.014363,  0.010998,  0.011091,  0.015111,  0.015778,  0.009842,  0.011481,  0.028997,  0.009839,  0.017196,  0.020170,  0.019795,  0.069798,  0.015492,  0.011125,  0.000000,  0.014243,  0.012667,  0.006785,  0.011216,  0.013384,  0.019126,  0.011428,  0.005430,  0.013384,  0.005430,  0.007469,  0.007299,  0.007297,  0.008267,  0.012843,  0.022219,  0.007299,  0.008268,  0.009578,  0.008951,  0.012128,  0.002973,  0.015116,  0.012747,  0.002973
24,  0.006244,  0.006591,  0.006244,  0.009256,  0.006591,  0.011695,  0.008932,  0.013068,  0.008022,  0.012737,  0.008690,  0.014331,  0.012115,  0.009256,  0.014331,  0.009137,  0.007201,  0.006941,  0.009137,  0.007201,  0.003755,  0.020255,  0.013846,  0.003755,  0.014595,  0.015750,  0.026494,  0.025328,  0.050825,  0.018901,  0.012923,  0.031750,  0.014689,  0.016856,  0.007594,  0.016813,  0.010742,  0.010837,  0.014761,  0.019602,  0.010918,  0.009154,  0.021258,  0.010914,  0.017594,  0.022200,  0.020255,  0.051146,  0.010865,  0.011382,  0.018901,  0.010860,  0.012961,  0.006941,  0.011475,  0.013694,  0.017605,  0.012955,  0.005555,  0.013694,  0.005555,  0.007642,  0.007467,  0.007465,  0.008125,  0.012623,  0.020076,  0.007467,  0.008126,  0.012414,  0.011753,  0.009794,  0.003042,  0.014765,  0.012525,  0.003042
25,  0.006102,  0.006441,  0.006102,  0.009046,  0.006441,  0.012773,  0.008730,  0.012776,  0.008492,  0.012451,  0.008494,  0.014007,  0.013529,  0.009046,  0.014007,  0.008930,  0.007038,  0.006783,  0.008930,  0.007038,  0.003669,  0.019799,  0.013537,  0.003669,  0.014263,  0.014365,  0.025884,  0.028806,  0.069434,  0.000000,  0.012633,  0.025551,  0.014351,  0.016472,  0.008728,  0.014362,  0.010497,  0.010590,  0.014427,  0.016483,  0.010671,  0.008943,  0.024987,  0.010668,  0.019126,  0.021706,  0.019799,  0.076573,  0.014239,  0.011123,  0.000000,  0.015480,  0.011430,  0.006783,  0.011215,  0.013384,  0.017207,  0.012663,  0.005429,  0.013384,  0.005429,  0.007468,  0.007297,  0.007295,  0.007940,  0.012336,  0.021686,  0.007297,  0.007941,  0.012138,  0.008951,  0.012126,  0.002972,  0.014430,  0.012241,  0.002972
26,  0.006242,  0.006589,  0.006242,  0.009254,  0.006589,  0.012384,  0.008262,  0.011010,  0.008688,  0.011708,  0.008022,  0.014331,  0.013845,  0.009254,  0.014331,  0.009135,  0.007200,  0.006939,  0.009135,  0.007200,  0.003754,  0.020257,  0.012122,  0.003754,  0.015646,  0.014695,  0.032119,  0.021060,  0.050783,  0.018932,  0.011892,  0.029837,  0.016800,  0.018880,  0.009599,  0.014688,  0.011250,  0.011345,  0.015462,  0.018893,  0.010067,  0.011743,  0.021251,  0.010064,  0.017603,  0.020647,  0.020257,  0.051149,  0.010856,  0.011379,  0.018933,  0.010856,  0.012956,  0.006939,  0.011473,  0.013693,  0.017603,  0.012956,  0.005554,  0.013693,  0.005554,  0.007640,  0.007465,  0.007463,  0.008456,  0.013139,  0.020628,  0.007465,  0.008457,  0.009801,  0.011753,  0.009792,  0.003040,  0.015466,  0.013041,  0.003040
27,  0.006080,  0.006418,  0.006080,  0.009014,  0.006418,  0.012065,  0.009352,  0.012732,  0.008464,  0.011403,  0.008464,  0.013962,  0.013491,  0.009014,  0.013962,  0.008899,  0.007013,  0.006759,  0.008899,  0.007013,  0.003656,  0.019736,  0.013492,  0.003656,  0.014218,  0.014314,  0.025818,  0.024711,  0.075953,  0.000000,  0.012591,  0.025468,  0.014304,  0.015722,  0.008701,  0.014305,  0.010960,  0.010554,  0.015066,  0.016432,  0.009805,  0.008914,  0.024899,  0.010630,  0.017148,  0.021638,  0.019736,  0.076335,  0.015426,  0.011085,  0.000000,  0.015426,  0.012623,  0.006759,  0.011176,  0.013340,  0.017148,  0.012623,  0.005409,  0.013340,  0.005409,  0.007442,  0.007271,  0.007270,  0.008237,  0.012296,  0.022157,  0.007271,  0.007913,  0.012095,  0.008921,  0.012085,  0.002961,  0.014384,  0.012705,  0.002961
28,  0.006179,  0.006523,  0.006179,  0.009161,  0.006523,  0.011582,  0.007517,  0.011582,  0.007941,  0.012610,  0.007941,  0.014191,  0.012001,  0.009161,  0.014191,  0.009044,  0.007127,  0.006869,  0.009044,  0.007127,  0.003716,  0.020060,  0.012002,  0.003716,  0.015493,  0.015592,  0.031826,  0.024939,  0.070399,  0.000000,  0.012799,  0.031462,  0.016634,  0.019405,  0.007517,  0.016635,  0.010634,  0.010726,  0.014619,  0.019421,  0.010805,  0.011628,  0.025131,  0.010805,  0.019384,  0.019899,  0.020060,  0.050648,  0.014424,  0.011266,  0.013971,  0.010746,  0.011576,  0.006869,  0.011359,  0.013558,  0.019384,  0.011576,  0.005498,  0.013558,  0.005498,  0.007563,  0.007390,  0.007388,  0.008042,  0.012496,  0.019885,  0.007390,  0.008042,  0.009702,  0.011638,  0.009694,  0.003009,  0.014619,  0.012401,  0.003009
29,  0.006158,  0.006500,  0.006158,  0.009130,  0.006500,  0.012899,  0.008811,  0.012220,  0.008572,  0.012570,  0.008572,  0.014144,  0.013666,  0.009130,  0.014144,  0.009013,  0.007103,  0.006845,  0.009013,  0.007103,  0.003703,  0.019994,  0.013666,  0.003703,  0.014403,  0.014501,  0.026168,  0.025051,  0.050154,  0.018669,  0.011737,  0.025811,  0.014489,  0.016637,  0.009471,  0.014490,  0.010597,  0.011194,  0.014569,  0.015942,  0.010769,  0.009030,  0.025243,  0.009930,  0.017378,  0.022464,  0.019994,  0.077336,  0.010713,  0.011228,  0.000000,  0.015623,  0.012783,  0.006845,  0.011320,  0.013512,  0.017379,  0.012783,  0.005478,  0.013512,  0.005478,  0.007537,  0.007365,  0.007363,  0.008014,  0.012965,  0.021903,  0.007365,  0.008343,  0.012250,  0.009037,  0.012240,  0.002999,  0.015263,  0.012359,  0.002999
30,  0.006157,  0.006500,  0.006157,  0.009129,  0.006500,  0.010864,  0.009471,  0.012899,  0.007913,  0.011552,  0.008572,  0.014144,  0.011960,  0.009129,  0.014144,  0.009012,  0.007102,  0.006845,  0.009012,  0.007102,  0.003702,  0.019995,  0.013669,  0.003702,  0.014401,  0.015541,  0.029825,  0.020790,  0.077006,  0.000000,  0.012755,  0.031373,  0.014484,  0.018639,  0.007490,  0.016579,  0.011100,  0.010689,  0.015261,  0.019358,  0.009930,  0.011590,  0.020983,  0.010766,  0.017377,  0.019834,  0.019995,  0.050481,  0.015627,  0.011227,  0.018706,  0.010707,  0.012784,  0.006845,  0.011319,  0.013512,  0.017377,  0.012784,  0.005478,  0.013512,  0.005478,  0.007536,  0.007364,  0.007362,  0.008342,  0.012454,  0.020364,  0.007364,  0.008014,  0.009668,  0.011599,  0.009660,  0.002998,  0.014571,  0.012869,  0.002998
31,  0.006157,  0.006499,  0.006157,  0.009129,  0.006499,  0.012897,  0.008812,  0.012223,  0.008571,  0.012569,  0.008573,  0.014144,  0.013665,  0.009129,  0.014144,  0.009011,  0.007102,  0.006844,  0.009011,  0.007102,  0.003702,  0.019996,  0.013672,  0.003702,  0.014400,  0.014502,  0.026170,  0.029123,  0.050154,  0.013911,  0.011736,  0.025823,  0.014480,  0.016640,  0.009470,  0.014489,  0.010596,  0.011193,  0.014570,  0.015944,  0.010767,  0.009030,  0.025237,  0.009928,  0.019327,  0.022466,  0.019996,  0.077349,  0.010710,  0.011226,  0.000000,  0.015620,  0.011534,  0.006844,  0.011319,  0.013512,  0.017377,  0.012784,  0.005477,  0.013512,  0.005477,  0.007536,  0.007363,  0.007362,  0.008013,  0.012965,  0.021907,  0.007363,  0.008342,  0.012248,  0.009037,  0.012239,  0.002998,  0.015264,  0.012359,  0.002998
32,  0.006096,  0.006435,  0.006096,  0.009039,  0.006435,  0.012775,  0.007418,  0.011432,  0.008487,  0.012448,  0.007836,  0.014007,  0.013535,  0.009039,  0.014007,  0.008923,  0.007032,  0.006777,  0.008923,  0.007032,  0.003666,  0.019802,  0.011849,  0.003666,  0.015289,  0.014359,  0.031433,  0.020601,  0.076265,  0.000000,  0.012630,  0.025560,  0.016408,  0.019162,  0.008725,  0.014344,  0.010492,  0.010585,  0.014427,  0.016484,  0.010663,  0.011478,  0.029046,  0.010660,  0.017215,  0.019643,  0.019802,  0.069867,  0.015472,  0.011117,  0.000000,  0.014229,  0.012656,  0.006777,  0.011208,  0.013380,  0.019138,  0.011423,  0.005423,  0.013380,  0.005423,  0.007462,  0.007291,  0.007290,  0.007934,  0.012333,  0.021699,  0.007291,  0.007935,  0.009572,  0.008946,  0.012123,  0.002969,  0.014430,  0.012238,  0.002969
33,  0.006237,  0.006584,  0.006237,  0.009248,  0.006584,  0.011009,  0.009595,  0.012383,  0.008016,  0.011705,  0.008684,  0.014331,  0.012120,  0.009248,  0.014331,  0.009129,  0.007194,  0.006933,  0.009129,  0.007194,  0.003750,  0.020261,  0.013852,  0.003750,  0.014591,  0.015745,  0.026527,  0.025390,  0.050816,  0.018938,  0.011891,  0.031789,  0.014672,  0.016147,  0.008258,  0.016794,  0.011245,  0.011340,  0.015464,  0.018896,  0.010060,  0.009150,  0.021282,  0.010057,  0.017612,  0.022765,  0.020261,  0.051183,  0.010849,  0.011374,  0.018939,  0.010849,  0.012950,  0.006933,  0.011467,  0.013690,  0.017612,  0.012950,  0.005549,  0.013690,  0.005549,  0.007635,  0.007459,  0.007458,  0.008451,  0.013137,  0.020641,  0.007459,  0.008452,  0.012408,  0.011748,  0.009789,  0.003037,  0.015467,  0.013039,  0.003037
34,  0.006075,  0.006413,  0.006075,  0.009009,  0.006413,  0.012731,  0.008696,  0.012733,  0.008458,  0.012406,  0.008460,  0.013961,  0.013490,  0.009009,  0.013961,  0.008892,  0.007008,  0.006753,  0.008892,  0.007008,  0.003653,  0.019738,  0.013496,  0.003653,  0.014212,  0.014312,  0.029455,  0.020527,  0.076020,  0.000000,  0.012588,  0.029106,  0.014289,  0.019101,  0.008695,  0.014297,  0.010457,  0.010549,  0.014381,  0.019112,  0.010626,  0.011440,  0.020719,  0.010623,  0.017156,  0.019580,  0.019738,  0.076403,  0.015418,  0.011079,  0.000000,  0.015418,  0.012616,  0.006753,  0.011170,  0.013336,  0.017156,  0.012616,  0.005405,  0.013336,  0.005405,  0.007437,  0.007266,  0.007265,  0.007907,  0.012292,  0.019566,  0.007266,  0.007908,  0.009539,  0.011448,  0.009533,  0.002958,  0.014384,  0.012197,  0.002958
35,  0.006175,  0.006518,  0.006175,  0.009156,  0.006518,  0.012262,  0.009502,  0.012264,  0.008598,  0.011589,  0.008599,  0.014191,  0.013714,  0.009156,  0.014191,  0.009038,  0.007123,  0.006864,  0.009038,  0.007123,  0.003713,  0.020063,  0.013721,  0.003713,  0.014444,  0.014546,  0.026267,  0.029228,  0.070441,  0.000000,  0.011773,  0.025915,  0.014520,  0.015989,  0.009501,  0.014528,  0.011134,  0.011228,  0.015313,  0.015998,  0.009959,  0.009060,  0.029428,  0.009957,  0.019394,  0.022544,  0.020063,  0.050679,  0.014416,  0.011261,  0.013971,  0.010740,  0.011570,  0.006864,  0.011354,  0.013555,  0.019394,  0.011570,  0.005493,  0.013555,  0.005493,  0.007559,  0.007385,  0.007384,  0.008367,  0.013007,  0.022528,  0.007385,  0.008368,  0.012285,  0.009066,  0.012276,  0.003007,  0.015316,  0.012910,  0.003007
36,  0.006154,  0.006496,  0.006154,  0.009125,  0.006496,  0.011542,  0.007490,  0.011544,  0.007910,  0.012567,  0.007911,  0.014144,  0.011962,  0.009125,  0.014144,  0.009008,  0.007098,  0.006841,  0.009008,  0.007098,  0.003700,  0.019997,  0.011967,  0.003700,  0.015435,  0.015538,  0.031755,  0.020806,  0.050176,  0.018677,  0.012752,  0.031397,  0.016561,  0.019353,  0.007488,  0.016569,  0.010593,  0.010686,  0.014569,  0.019363,  0.010763,  0.011590,  0.021002,  0.010760,  0.017386,  0.019837,  0.019997,  0.077405,  0.010706,  0.011223,  0.000000,  0.015617,  0.012778,  0.006841,  0.011315,  0.013510,  0.017386,  0.012778,  0.005475,  0.013510,  0.005475,  0.007533,  0.007360,  0.007359,  0.008010,  0.012453,  0.019824,  0.007360,  0.008010,  0.009663,  0.011598,  0.009656,  0.002996,  0.014572,  0.012357,  0.002996
37,  0.006153,  0.006495,  0.006153,  0.009125,  0.006495,  0.012220,  0.009469,  0.012222,  0.008568,  0.011549,  0.008569,  0.014143,  0.013668,  0.009125,  0.014143,  0.009007,  0.007098,  0.006840,  0.009007,  0.007098,  0.003700,  0.019997,  0.013674,  0.003700,  0.014397,  0.014498,  0.026190,  0.025063,  0.077059,  0.000000,  0.011733,  0.025837,  0.014472,  0.015937,  0.009468,  0.014480,  0.011096,  0.011190,  0.015262,  0.015945,  0.009924,  0.009030,  0.025262,  0.009922,  0.017384,  0.022470,  0.019997,  0.050510,  0.015620,  0.011222,  0.018707,  0.010702,  0.012779,  0.006840,  0.011315,  0.013509,  0.017384,  0.012779,  0.005474,  0.013509,  0.005474,  0.007532,  0.007359,  0.007358,  0.008338,  0.012964,  0.022455,  0.007359,  0.008339,  0.012242,  0.009035,  0.012234,  0.002996,  0.015265,  0.012867,  0.002996
38,  0.006153,  0.006495,  0.006153,  0.009124,  0.006495,  0.012899,  0.008810,  0.012901,  0.008568,  0.012567,  0.008569,  0.014144,  0.013670,  0.009124,  0.014144,  0.009007,  0.007098,  0.006840,  0.009007,  0.007098,  0.003699,  0.019998,  0.013676,  0.003699,  0.014395,  0.014497,  0.026181,  0.025070,  0.050175,  0.018695,  0.012752,  0.025827,  0.014469,  0.016641,  0.008809,  0.014477,  0.010592,  0.010686,  0.014570,  0.016649,  0.010761,  0.009027,  0.025270,  0.010759,  0.017383,  0.021931,  0.019998,  0.077410,  0.010704,  0.011222,  0.000000,  0.015614,  0.012779,  0.006840,  0.011314,  0.013510,  0.017384,  0.012779,  0.005474,  0.013510,  0.005474,  0.007532,  0.007359,  0.007358,  0.008009,  0.012453,  0.021917,  0.007359,  0.008010,  0.012245,  0.009033,  0.012237,  0.002996,  0.014573,  0.012357,  0.002996
39,  0.006153,  0.006495,  0.006153,  0.009124,  0.006495,  0.011543,  0.007489,  0.011545,  0.007909,  0.012568,  0.007910,  0.014144,  0.011963,  0.009124,  0.014144,  0.009006,  0.007097,  0.006839,  0.009006,  0.007097,  0.003699,  0.019999,  0.011968,  0.003699,  0.015435,  0.015537,  0.031758,  0.020805,  0.077064,  0.000000,  0.012753,  0.031396,  0.016558,  0.019352,  0.007487,  0.016566,  0.010592,  0.010685,  0.014569,  0.019361,  0.010762,  0.011587,  0.021002,  0.010759,  0.017383,  0.019842,  0.019999,  0.050512,  0.015618,  0.011221,  0.018724,  0.010701,  0.012780,  0.006839,  0.011314,  0.013509,  0.017383,  0.012780,  0.005473,  0.013509,  0.005473,  0.007532,  0.007359,  0.007357,  0.008008,  0.012452,  0.019829,  0.007359,  0.008009,  0.009664,  0.011595,  0.009658,  0.002995,  0.014572,  0.012356,  0.002995
40,  0.006152,  0.006494,  0.006152,  0.009124,  0.006494,  0.012221,  0.009468,  0.012223,  0.008567,  0.011550,  0.008568,  0.014144,  0.013670,  0.009124,  0.014144,  0.009006,  0.007097,  0.006839,  0.009006,  0.007097,  0.003699,  0.019999,  0.013675,  0.003699,  0.014396,  0.014497,  0.026191,  0.029148,  0.050175,  0.013926,  0.011734,  0.025835,  0.014470,  0.015936,  0.009467,  0.014477,  0.011095,  0.011189,  0.015262,  0.015944,  0.009923,  0.009027,  0.025264,  0.009921,  0.019333,  0.022476,  0.019999,  0.077416,  0.010703,  0.011221,  0.000000,  0.015613,  0.011531,  0.006839,  0.011314,  0.013509,  0.017382,  0.012780,  0.005473,  0.013509,  0.005473,  0.007531,  0.007358,  0.007357,  0.008337,  0.012963,  0.022462,  0.007358,  0.008338,  0.012244,  0.009033,  0.012237,  0.002995,  0.015265,  0.012867,  0.002995
