 ,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10,link11,link12,link13,link14,link15,link16,link17,link18,link19,link20,link21,link22,link23,link24,link25,link26,link27,link28,link29,link30,link31,link32,link33,link34,link35,link36,link37,link38,link39,link40,link41,link42,link43,link44,link45,link46,link47,link48,link49,link50,link51,link52,link53,link54,link55,link56,link57,link58,link59,link60,link61,link62,link63,link64,link65,link66,link67,link68,link69,link70,link71,link72,link73,link74,link75,link76
1,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
2,  0.004279,  0.006756,  0.004279,  0.007432,  0.006756,  0.010359,  0.008783,  0.010359,  0.015820,  0.006812,  0.015820,  0.011879,  0.007882,  0.007432,  0.011879,  0.019423,  0.009064,  0.014807,  0.019423,  0.009064,  0.000901,  0.017003,  0.007882,  0.000901,  0.019142,  0.019255,  0.022801,  0.013906,  0.031641,  0.000000,  0.006925,  0.022576,  0.013062,  0.017228,  0.008783,  0.013062,  0.014300,  0.014413,  0.012949,  0.017228,  0.010190,  0.008952,  0.014019,  0.010190,  0.021056,  0.026348,  0.017003,  0.031753,  0.030064,  0.016214,  0.000000,  0.030064,  0.024659,  0.014807,  0.016327,  0.013343,  0.021056,  0.024659,  0.005405,  0.013343,  0.005405,  0.004954,  0.006024,  0.004842,  0.015426,  0.015201,  0.026348,  0.006024,  0.015426,  0.009402,  0.008952,  0.009402,  0.006418,  0.012949,  0.015088,  0.006418
3,  0.004252,  0.006713,  0.004252,  0.007384,  0.006713,  0.010741,  0.008279,  0.010741,  0.016111,  0.007608,  0.016111,  0.013761,  0.009398,  0.007384,  0.013761,  0.018237,  0.009734,  0.014097,  0.018237,  0.009734,  0.001566,  0.014880,  0.009398,  0.001566,  0.019915,  0.020027,  0.019915,  0.015104,  0.027747,  0.000000,  0.007720,  0.019691,  0.010853,  0.015104,  0.008279,  0.010853,  0.014545,  0.014657,  0.014545,  0.015104,  0.007944,  0.009062,  0.015216,  0.007944,  0.021929,  0.027635,  0.014880,  0.027859,  0.030544,  0.015104,  0.000000,  0.030544,  0.025173,  0.014097,  0.015216,  0.012978,  0.021929,  0.025173,  0.005706,  0.012978,  0.005706,  0.004923,  0.006042,  0.004811,  0.017006,  0.016782,  0.027635,  0.006042,  0.017006,  0.012195,  0.009062,  0.012195,  0.006377,  0.014545,  0.016670,  0.006377
4,  0.004261,  0.006728,  0.004261,  0.007401,  0.006728,  0.011438,  0.007625,  0.011438,  0.016147,  0.008298,  0.016147,  0.013792,  0.009419,  0.007401,  0.013792,  0.018278,  0.009756,  0.014129,  0.018278,  0.009756,  0.001570,  0.014914,  0.009419,  0.001570,  0.019960,  0.020072,  0.019735,  0.015138,  0.027585,  0.000000,  0.008410,  0.022090,  0.010653,  0.015811,  0.007625,  0.010653,  0.014129,  0.014241,  0.014129,  0.018390,  0.008634,  0.009083,  0.012671,  0.008634,  0.021978,  0.027024,  0.014914,  0.027697,  0.030612,  0.014914,  0.000000,  0.030612,  0.025230,  0.014129,  0.015026,  0.013232,  0.021978,  0.025230,  0.005719,  0.013232,  0.005719,  0.005158,  0.006055,  0.005046,  0.016371,  0.016371,  0.024445,  0.006055,  0.016371,  0.012222,  0.011662,  0.009643,  0.006392,  0.014129,  0.016259,  0.006392
5,  0.004339,  0.006851,  0.004339,  0.007536,  0.006851,  0.011646,  0.007764,  0.010961,  0.016442,  0.008449,  0.016442,  0.014044,  0.009591,  0.007536,  0.014044,  0.018612,  0.009934,  0.014387,  0.018612,  0.009934,  0.001599,  0.015186,  0.009591,  0.001599,  0.020324,  0.020438,  0.022722,  0.012788,  0.018269,  0.009820,  0.007879,  0.019868,  0.010847,  0.018726,  0.008449,  0.010847,  0.014387,  0.015186,  0.014387,  0.015414,  0.008792,  0.011875,  0.015529,  0.008107,  0.022380,  0.025577,  0.015186,  0.018383,  0.021352,  0.015186,  0.009820,  0.021352,  0.025691,  0.014387,  0.015300,  0.013473,  0.022380,  0.025691,  0.005823,  0.013473,  0.005823,  0.005252,  0.006166,  0.005138,  0.016670,  0.017356,  0.027518,  0.006166,  0.017356,  0.009820,  0.009249,  0.012446,  0.006508,  0.015072,  0.016556,  0.006508
6,  0.004265,  0.006734,  0.004265,  0.007407,  0.006734,  0.012121,  0.009652,  0.012795,  0.017508,  0.007632,  0.017508,  0.013805,  0.010774,  0.007407,  0.013805,  0.018294,  0.009764,  0.014141,  0.018294,  0.009764,  0.001571,  0.014927,  0.010774,  0.001571,  0.018631,  0.018743,  0.018406,  0.017621,  0.025140,  0.000000,  0.008418,  0.018182,  0.009315,  0.015152,  0.008979,  0.009315,  0.014815,  0.014254,  0.014815,  0.015825,  0.007969,  0.009091,  0.017733,  0.008642,  0.024467,  0.027048,  0.014927,  0.025253,  0.028171,  0.014927,  0.000000,  0.028171,  0.022783,  0.014141,  0.015039,  0.013244,  0.024467,  0.022783,  0.005724,  0.013244,  0.005724,  0.005163,  0.006061,  0.005051,  0.017059,  0.016386,  0.027722,  0.006061,  0.016386,  0.012233,  0.009091,  0.012233,  0.006397,  0.014141,  0.016947,  0.006397
7,  0.004345,  0.006860,  0.004345,  0.007546,  0.006860,  0.011662,  0.007775,  0.011662,  0.016465,  0.008461,  0.016465,  0.014064,  0.009604,  0.007546,  0.014064,  0.018637,  0.009947,  0.014407,  0.018637,  0.009947,  0.001601,  0.015207,  0.009604,  0.001601,  0.020352,  0.020466,  0.022753,  0.012806,  0.018294,  0.009833,  0.008575,  0.022525,  0.010862,  0.018751,  0.007775,  0.010862,  0.014407,  0.014521,  0.014407,  0.018751,  0.008804,  0.011891,  0.012920,  0.008804,  0.022410,  0.024926,  0.015207,  0.018408,  0.021381,  0.015207,  0.009833,  0.021381,  0.025726,  0.014407,  0.015321,  0.013492,  0.022410,  0.025726,  0.005831,  0.013492,  0.005831,  0.005260,  0.006174,  0.005145,  0.016693,  0.016693,  0.024926,  0.006174,  0.016693,  0.009833,  0.011891,  0.009833,  0.006517,  0.014407,  0.016579,  0.006517
8,  0.004238,  0.006692,  0.004238,  0.007361,  0.006692,  0.012046,  0.009592,  0.012046,  0.017399,  0.007584,  0.017399,  0.013718,  0.010707,  0.007361,  0.013718,  0.018180,  0.009703,  0.014053,  0.018180,  0.009703,  0.001561,  0.014834,  0.010707,  0.001561,  0.018514,  0.018626,  0.018291,  0.015057,  0.027437,  0.000000,  0.007696,  0.018068,  0.009257,  0.015057,  0.009592,  0.009257,  0.014722,  0.014834,  0.014722,  0.015057,  0.007919,  0.009034,  0.015168,  0.007919,  0.021860,  0.027549,  0.014834,  0.027549,  0.030448,  0.014834,  0.000000,  0.030448,  0.025095,  0.014053,  0.014945,  0.013161,  0.021860,  0.025095,  0.005688,  0.013161,  0.005688,  0.005130,  0.006023,  0.005019,  0.016953,  0.016953,  0.027549,  0.006023,  0.016953,  0.012157,  0.009034,  0.012157,  0.006357,  0.014722,  0.016841,  0.006357
9,  0.004266,  0.006736,  0.004266,  0.007409,  0.006736,  0.011450,  0.008981,  0.012797,  0.016165,  0.008307,  0.017512,  0.013808,  0.009430,  0.007409,  0.013808,  0.018298,  0.009767,  0.014145,  0.018298,  0.009767,  0.001572,  0.014930,  0.010777,  0.001572,  0.018635,  0.020094,  0.018410,  0.015155,  0.027616,  0.000000,  0.008419,  0.022115,  0.009317,  0.015828,  0.007634,  0.010665,  0.014145,  0.014257,  0.014145,  0.018410,  0.008644,  0.009093,  0.015155,  0.008644,  0.022003,  0.027054,  0.014930,  0.025258,  0.030647,  0.014930,  0.000000,  0.028177,  0.025258,  0.014145,  0.015043,  0.013247,  0.024472,  0.022789,  0.005725,  0.013247,  0.005725,  0.005164,  0.006062,  0.005052,  0.016390,  0.016390,  0.024472,  0.006062,  0.016390,  0.012236,  0.011675,  0.009654,  0.006399,  0.014145,  0.016278,  0.006399
10,  0.004333,  0.006842,  0.004333,  0.007526,  0.006842,  0.012999,  0.007754,  0.010946,  0.017788,  0.008438,  0.016420,  0.014025,  0.010946,  0.007526,  0.014025,  0.018586,  0.009920,  0.014367,  0.018586,  0.009920,  0.001596,  0.015165,  0.009578,  0.001596,  0.020296,  0.019042,  0.022691,  0.012771,  0.018244,  0.009806,  0.007868,  0.018472,  0.010832,  0.018700,  0.009806,  0.009464,  0.014367,  0.015165,  0.014367,  0.015393,  0.008780,  0.011859,  0.015507,  0.008096,  0.022349,  0.025542,  0.015165,  0.018358,  0.021323,  0.015165,  0.009806,  0.021323,  0.025656,  0.014367,  0.015279,  0.013455,  0.022349,  0.025656,  0.005815,  0.013455,  0.005815,  0.005245,  0.006157,  0.005131,  0.016648,  0.017332,  0.027480,  0.006157,  0.017332,  0.009806,  0.009236,  0.012429,  0.006499,  0.015051,  0.016534,  0.006499
11,  0.004254,  0.006717,  0.004254,  0.007389,  0.006717,  0.012091,  0.009628,  0.012763,  0.017465,  0.007613,  0.017465,  0.013771,  0.010748,  0.007389,  0.013771,  0.018249,  0.009740,  0.014107,  0.018249,  0.009740,  0.001567,  0.014890,  0.010748,  0.001567,  0.018585,  0.018697,  0.018361,  0.017577,  0.025078,  0.000000,  0.008397,  0.020712,  0.009292,  0.015114,  0.008957,  0.009292,  0.014778,  0.014219,  0.014778,  0.018361,  0.007949,  0.009069,  0.012651,  0.008621,  0.024407,  0.026982,  0.014890,  0.027653,  0.028101,  0.014890,  0.000000,  0.030564,  0.022727,  0.014107,  0.015002,  0.013211,  0.021944,  0.025190,  0.005710,  0.013211,  0.005710,  0.005150,  0.006046,  0.005038,  0.017017,  0.016346,  0.025078,  0.006046,  0.016346,  0.012203,  0.011644,  0.009628,  0.006382,  0.014107,  0.016906,  0.006382
12,  0.004327,  0.006832,  0.004327,  0.007515,  0.006832,  0.012981,  0.009110,  0.012298,  0.017764,  0.008426,  0.017764,  0.014006,  0.010931,  0.007515,  0.014006,  0.018561,  0.009907,  0.014348,  0.018561,  0.009907,  0.001594,  0.015145,  0.010931,  0.001594,  0.018902,  0.019016,  0.021294,  0.012753,  0.018219,  0.009793,  0.007857,  0.018447,  0.009451,  0.018675,  0.009793,  0.009451,  0.014348,  0.015145,  0.014348,  0.015372,  0.008768,  0.011842,  0.015486,  0.008085,  0.022318,  0.025507,  0.015145,  0.018333,  0.021294,  0.015145,  0.009793,  0.021294,  0.025621,  0.014348,  0.015258,  0.013437,  0.022318,  0.025621,  0.005807,  0.013437,  0.005807,  0.005238,  0.006149,  0.005124,  0.016625,  0.017308,  0.027442,  0.006149,  0.017308,  0.009793,  0.009223,  0.012412,  0.006491,  0.015031,  0.016511,  0.006491
13,  0.004250,  0.006710,  0.004250,  0.007381,  0.006710,  0.010736,  0.009618,  0.012749,  0.016104,  0.007605,  0.017446,  0.013755,  0.009394,  0.007381,  0.013755,  0.018229,  0.009729,  0.014091,  0.018229,  0.009729,  0.001566,  0.014874,  0.010736,  0.001566,  0.018564,  0.020018,  0.018340,  0.015097,  0.027511,  0.000000,  0.008387,  0.022031,  0.009282,  0.015097,  0.007605,  0.010624,  0.014762,  0.014203,  0.014762,  0.018340,  0.007940,  0.009058,  0.012637,  0.008611,  0.021919,  0.026951,  0.014874,  0.027622,  0.030530,  0.014874,  0.000000,  0.030530,  0.025162,  0.014091,  0.014985,  0.013196,  0.021919,  0.025162,  0.005703,  0.013196,  0.005703,  0.005144,  0.006039,  0.005032,  0.016998,  0.016327,  0.025050,  0.006039,  0.016327,  0.012190,  0.011631,  0.009618,  0.006374,  0.014091,  0.016887,  0.006374
14,  0.004271,  0.006743,  0.004271,  0.007417,  0.006743,  0.012812,  0.007642,  0.010789,  0.017532,  0.008316,  0.016183,  0.013823,  0.010789,  0.007417,  0.013823,  0.018319,  0.009777,  0.014160,  0.018319,  0.009777,  0.001573,  0.014947,  0.009440,  0.001573,  0.020004,  0.018768,  0.022365,  0.015060,  0.025174,  0.000000,  0.007755,  0.018206,  0.010677,  0.018431,  0.009665,  0.009328,  0.014160,  0.014947,  0.014160,  0.015172,  0.008654,  0.011688,  0.017757,  0.007979,  0.024500,  0.025174,  0.014947,  0.025287,  0.028209,  0.014947,  0.000000,  0.028209,  0.022814,  0.014160,  0.015060,  0.013261,  0.024500,  0.022814,  0.005732,  0.013261,  0.005732,  0.005170,  0.006069,  0.005057,  0.016408,  0.017082,  0.027085,  0.006069,  0.017082,  0.009665,  0.009103,  0.012250,  0.006406,  0.014835,  0.016296,  0.006406
15,  0.004333,  0.006842,  0.004333,  0.007526,  0.006842,  0.010946,  0.009806,  0.012999,  0.016420,  0.007754,  0.017788,  0.014025,  0.009578,  0.007526,  0.014025,  0.018586,  0.009920,  0.014367,  0.018586,  0.009920,  0.001596,  0.015165,  0.010946,  0.001596,  0.018928,  0.020410,  0.018700,  0.015393,  0.018244,  0.009806,  0.008552,  0.022463,  0.009464,  0.015393,  0.007754,  0.010832,  0.015051,  0.014481,  0.015051,  0.018700,  0.008096,  0.009236,  0.012885,  0.008780,  0.022349,  0.027480,  0.015165,  0.018358,  0.021323,  0.015165,  0.009806,  0.021323,  0.025656,  0.014367,  0.015279,  0.013455,  0.022349,  0.025656,  0.005815,  0.013455,  0.005815,  0.005245,  0.006157,  0.005131,  0.017332,  0.016648,  0.025542,  0.006157,  0.016648,  0.012429,  0.011859,  0.009806,  0.006499,  0.014367,  0.017218,  0.006499
16,  0.004250,  0.006710,  0.004250,  0.007381,  0.006710,  0.012749,  0.007605,  0.010736,  0.017446,  0.008276,  0.016104,  0.013755,  0.010736,  0.007381,  0.013755,  0.018229,  0.009729,  0.014091,  0.018229,  0.009729,  0.001566,  0.014874,  0.009394,  0.001566,  0.019906,  0.018676,  0.022255,  0.012525,  0.027511,  0.000000,  0.007716,  0.018117,  0.010624,  0.018340,  0.009618,  0.009282,  0.014091,  0.014874,  0.014091,  0.015097,  0.008611,  0.011631,  0.015209,  0.007940,  0.021919,  0.025050,  0.014874,  0.027622,  0.030530,  0.014874,  0.000000,  0.030530,  0.025162,  0.014091,  0.014985,  0.013196,  0.021919,  0.025162,  0.005703,  0.013196,  0.005703,  0.005144,  0.006039,  0.005032,  0.016327,  0.016998,  0.026951,  0.006039,  0.016998,  0.009618,  0.009058,  0.012190,  0.006374,  0.014762,  0.016216,  0.006374
17,  0.004327,  0.006832,  0.004327,  0.007515,  0.006832,  0.012298,  0.009793,  0.012981,  0.017764,  0.007743,  0.017764,  0.014006,  0.010931,  0.007515,  0.014006,  0.018561,  0.009907,  0.014348,  0.018561,  0.009907,  0.001594,  0.015145,  0.010931,  0.001594,  0.018902,  0.019016,  0.018675,  0.017877,  0.018219,  0.007288,  0.008540,  0.021066,  0.009451,  0.015372,  0.009110,  0.009451,  0.015031,  0.014461,  0.015031,  0.018675,  0.008085,  0.009223,  0.012867,  0.008768,  0.024824,  0.027442,  0.015145,  0.018333,  0.021294,  0.015145,  0.009793,  0.021294,  0.023115,  0.014348,  0.015258,  0.013437,  0.022318,  0.025621,  0.005807,  0.013437,  0.005807,  0.005238,  0.006149,  0.005124,  0.017308,  0.016625,  0.025507,  0.006149,  0.016625,  0.012412,  0.011842,  0.009793,  0.006491,  0.014348,  0.017194,  0.006491
18,  0.004250,  0.006710,  0.004250,  0.007381,  0.006710,  0.012749,  0.008947,  0.012749,  0.017446,  0.008276,  0.017446,  0.013755,  0.010736,  0.007381,  0.013755,  0.018229,  0.009729,  0.014091,  0.018229,  0.009729,  0.001566,  0.014874,  0.010736,  0.001566,  0.018564,  0.018676,  0.020913,  0.012525,  0.027511,  0.000000,  0.008387,  0.018117,  0.009282,  0.018340,  0.008947,  0.009282,  0.014091,  0.014203,  0.014091,  0.015768,  0.008611,  0.011631,  0.015209,  0.008611,  0.021919,  0.024379,  0.014874,  0.027622,  0.030530,  0.014874,  0.000000,  0.030530,  0.025162,  0.014091,  0.014985,  0.013196,  0.021919,  0.025162,  0.005703,  0.013196,  0.005703,  0.005144,  0.006039,  0.005032,  0.016327,  0.016327,  0.026951,  0.006039,  0.016327,  0.009618,  0.009058,  0.012190,  0.006374,  0.014091,  0.016216,  0.006374
19,  0.004333,  0.006842,  0.004333,  0.007526,  0.006842,  0.011631,  0.009122,  0.012315,  0.016420,  0.008438,  0.017788,  0.014025,  0.009578,  0.007526,  0.014025,  0.018586,  0.009920,  0.014367,  0.018586,  0.009920,  0.001596,  0.015165,  0.010946,  0.001596,  0.018928,  0.020410,  0.018700,  0.015393,  0.018244,  0.009806,  0.007868,  0.019840,  0.009464,  0.016078,  0.008438,  0.010832,  0.014367,  0.015165,  0.014367,  0.015393,  0.008780,  0.009236,  0.018016,  0.008096,  0.022349,  0.028164,  0.015165,  0.018358,  0.021323,  0.015165,  0.007298,  0.021323,  0.025656,  0.014367,  0.015279,  0.013455,  0.024857,  0.023147,  0.005815,  0.013455,  0.005815,  0.005245,  0.006157,  0.005131,  0.016648,  0.017332,  0.027480,  0.006157,  0.017332,  0.012429,  0.009236,  0.012429,  0.006499,  0.015051,  0.016534,  0.006499
20,  0.004255,  0.006719,  0.004255,  0.007391,  0.006719,  0.012766,  0.007615,  0.011422,  0.017469,  0.008287,  0.016125,  0.013774,  0.010750,  0.007391,  0.013774,  0.018253,  0.009742,  0.014110,  0.018253,  0.009742,  0.001568,  0.014894,  0.009406,  0.001568,  0.019933,  0.018701,  0.019709,  0.015118,  0.027548,  0.000000,  0.008399,  0.020717,  0.010638,  0.015789,  0.008959,  0.009295,  0.014110,  0.014222,  0.014110,  0.018365,  0.008623,  0.009071,  0.012654,  0.008623,  0.021948,  0.026988,  0.014894,  0.027660,  0.030571,  0.014894,  0.000000,  0.030571,  0.025196,  0.014110,  0.015006,  0.013214,  0.021948,  0.025196,  0.005711,  0.013214,  0.005711,  0.005151,  0.006047,  0.005039,  0.016349,  0.016349,  0.024412,  0.006047,  0.016349,  0.012206,  0.011646,  0.009630,  0.006383,  0.014110,  0.016237,  0.006383
21,  0.004291,  0.006775,  0.004291,  0.007453,  0.006775,  0.010840,  0.009711,  0.012873,  0.016260,  0.007678,  0.017615,  0.013889,  0.009485,  0.007453,  0.013889,  0.018406,  0.009824,  0.014228,  0.018406,  0.009824,  0.001581,  0.015018,  0.010840,  0.001581,  0.018744,  0.020212,  0.021116,  0.012647,  0.027778,  0.000000,  0.008469,  0.019648,  0.009372,  0.017841,  0.007678,  0.010727,  0.014905,  0.014341,  0.014905,  0.015921,  0.008017,  0.011743,  0.015357,  0.008695,  0.022132,  0.024616,  0.015018,  0.018180,  0.030827,  0.015018,  0.009711,  0.021116,  0.025407,  0.014228,  0.015131,  0.013324,  0.022132,  0.025407,  0.005759,  0.013324,  0.005759,  0.005194,  0.006098,  0.005081,  0.017164,  0.016486,  0.027891,  0.006098,  0.016486,  0.009711,  0.009146,  0.012308,  0.006436,  0.014228,  0.017051,  0.006436
22,  0.004285,  0.006766,  0.004285,  0.007442,  0.006766,  0.012855,  0.009021,  0.012179,  0.017591,  0.008345,  0.017591,  0.013870,  0.010825,  0.007442,  0.013870,  0.018381,  0.009811,  0.014208,  0.018381,  0.009811,  0.001579,  0.014998,  0.010825,  0.001579,  0.018719,  0.018832,  0.018493,  0.015223,  0.018042,  0.009698,  0.007781,  0.020862,  0.009359,  0.015900,  0.009698,  0.009359,  0.014208,  0.014998,  0.014208,  0.017817,  0.008683,  0.009134,  0.012742,  0.008006,  0.022102,  0.027853,  0.014998,  0.027853,  0.021087,  0.014998,  0.000000,  0.030785,  0.025372,  0.014208,  0.015111,  0.013306,  0.022102,  0.025372,  0.005751,  0.013306,  0.005751,  0.005187,  0.006089,  0.005074,  0.016464,  0.017140,  0.024583,  0.006089,  0.017140,  0.012291,  0.011728,  0.009698,  0.006428,  0.014885,  0.016351,  0.006428
23,  0.004254,  0.006717,  0.004254,  0.007389,  0.006717,  0.012091,  0.008285,  0.010748,  0.017465,  0.007613,  0.016122,  0.013771,  0.010748,  0.007389,  0.013771,  0.018249,  0.009740,  0.014107,  0.018249,  0.009740,  0.001567,  0.014890,  0.009404,  0.001567,  0.019928,  0.018697,  0.022279,  0.012539,  0.027541,  0.000000,  0.007725,  0.018137,  0.010636,  0.017689,  0.009628,  0.009292,  0.014778,  0.014890,  0.014778,  0.015114,  0.007949,  0.011644,  0.017689,  0.007949,  0.021944,  0.025078,  0.014890,  0.025190,  0.030564,  0.014890,  0.000000,  0.028101,  0.025190,  0.014107,  0.015002,  0.013211,  0.024407,  0.022727,  0.005710,  0.013211,  0.005710,  0.005150,  0.006046,  0.005038,  0.017017,  0.017017,  0.027653,  0.006046,  0.017017,  0.009628,  0.009069,  0.012203,  0.006382,  0.014778,  0.016906,  0.006382
